code,name,credit hours,description
CHE 385,QUANTITATIVE ANALYSIS,3,"Prerequisite:  Completion of sophomore level chemistry   
130 | COURSES OF INSTRUCTION 
 
A lecture/laboratory course designed to teach the student wet chemical techniques, instrumental techniques, and problem 
solving as it applies to chemistry.  This course will cover volumetric, gravimetric, and spectroscopic methods of quantitative 
analysis.  
 
CHE 385L - QUANTITATIVE ANALYSIS LABORATORY (1) 
Prerequisite: Completion of sophomore level chemistry   
Concurrent requisite: CHE 385   
This laboratory course is designed to reinforce ideas in Quantitative Analysis (CHE 385).  Students will carefully and accurately 
prepare solutions, perform a wide variety of titrations and other ‘wet chemical’ measurements, and calculate uncertainty 
associated with all measurements.  Students must demonstrate that they can generate both precise and accurate analytical 
results. 
 
CHE 401/402 - METHODS & MATERIALS FOR CHEMICAL EDUCATION I, II (variable credit) 
Prerequisite: Permission of the instructor   
Students will investigate programs for high school chemistry in-depth.  Research is performed on the preparation of 
laboratory experiments and demonstrations, the use and nature of chemical models, laboratory safety, and projects suitable 
for teaching high school chemistry.  This is carried out in the directed study format.  Written and oral reports are required. 
  
CHE 411/412 - SENIOR RESEARCH EXPERIENCE I, II (3 hours total) 
Prerequisite:  CHE 304 and departmental permission   
The senior research project represents the integrative culmination of the student's work in the study of chemistry.  The 
research initiated in CHE 304 is extended through the final year of study in this course.  Oral and written reports are required 
at least once each semester.  The research topic and the number of credit hours earned are contracted with the advisor prior 
to registration."
CHE 415,INSTRUMENTAL ANALYSIS,4,"CHE 415L - INSTRUMENTAL ANALYSIS LABORATORY 
Prerequisite:  Completion of sophomore level chemistry.  
A lecture and laboratory course that relates experimental results, theory of instrumental analysis and instrument operation.  
Topics covered include IR, NMR, UV VIS, ICP, cyclic voltammetry, HPLC, GC/MS, and other selected instruments."
CHE 425,ENVIRONMENTAL CHEMISTRY,3,"Prerequisite: CHE 113, 113L   
A lecture course designed to explore the chemistry behind a wide range of environmental processes.  Specific attention will 
be given to various factors affecting air, water, and soil quality.  Traditional and non-traditional energy sources, and the 
environmental impact of those sources, will also be discussed."
CHE 435,MEDICINAL CHEMISTRY,3,"Prerequisite: CHE 240   
Students will learn about the basics of medicinal chemistry, including biomolecules, drug actions, drug discovery, structure-
activity relationships (SARs), quantitative structure-activity relationships (QSARs), computer aided drug design, and 
combinatorial chemistry.  Pharmacokinetics, drug metabolism, and syntheses of lead and analogue compounds will also be 
discussed."
CHE 455,ADVANCED TOPICS IN CHEMISTRY,2-4,"Prerequisite: Permission of the instructor   
Special topics courses consist of advanced content in the areas of organic, polymer, inorganic, analytical, physical, or 
environmental chemistry as determined by the instructor.     
 
COURSES FOR NON–CHEMISTRY MAJORS"
NSC 206,CHEMISTRY IN EVERYDAY LIFE,3,"Core Area: Natural Science - Chemistry 
COURSES OF INSTRUCTION 
 | 131 
A course designed to provide the non-science major an insight into some of the basic principles and applications of chemistry.  
The specific topics of the course will vary, but often will consider the interrelations of population growth, energy 
resources/consumption, environmental quality and the impact of chemical technologies upon society. 
NSC 206L - CHEMISTRY IN EVERYDAY LIFE LABORATORY (1) 
Concurrent Requisite:  NSC 206 
Core Area: Natural Science - Lab   
A course to provide for the non-science major a set of laboratory experiences associated with the topics covered in NSC 206. 
 
NSC 255C - NATURAL SCIENCE-CHEMISTRY: SPECIAL TOPICS (variable credit) 
Special topics which are only offered periodically. 
COURSES OF INSTRUCTION: EDUCATION AND HEALTH SCIENCES DIVERSITY"
CEH 110,EXPORING IDENTIY: CEHS DIVERSITY SERIES I,1,"This course addresses the role cultural identity plays in peoples’ experiences.  Students are encouraged to self-access values, 
attitudes, and dispositions in regards to their own identities.  Students will examine the interconnectedness of social systems 
particularly as they relate to identity in order to explore their own positionalities and how it impacts individuals in 
communities – particularly themselves and those they will serve."
CEH 210,EXPORING DIVERSITY: CEHS DIVERSITY SERIES II,1,"This course focuses on the complex foundations of diversity within our society (including race, class, gender, and sexual 
identity) and the role of cultural diversity in the United States including what this means for CEHS professionals.  The intention 
of this course is to have students engaged in exploring issues surrounding diversity in the United States, particularly within 
their profession, in order to develop an understanding of the complex relationships between institutions, those our students 
serve, and the larger society in which these relationships occur."
CEH 310,EXPORING JUSTICE: CEHS DIVERSITY SERIES III,1,"This course builds upon the earlier courses in the CEHS Diversity Series to explore the ways in which social justice can inform 
decisions as a CEHS professional.  This course provides an historical exploration of social justice within their profession and 
provides avenues for movement forward in order for students to meet all the needs of those they will and do serve within 
those professions."
CEH 410,TAKING ACTION: CEHS DIVERSITY SERIES IV,1,"As the capstone course for the CEHS Series, this course seeks to help build reflective practitioners who recognize and value 
the diversity of populations they serve and who seek out ways to enact change for the betterment of all populations, but 
particularly those who are marginalized.  Students will look at the ways they, as CEHS professionals, can take action against 
injustice, particularly within their fields.  Students will engage with specific marginalized populations to explore how their 
fields can help address the needs of those communities.   
COURSES OF INSTRUCTION: COMMUNICATION"
COM 105,FUNDAMENTALS OF PUBLIC SPEAKING,3,"Core Area: Communication 
An introductory course in the fundamentals of public speaking.  Study includes a theoretical approach to the analysis, 
organization and delivery of various speeches.  Other topics will include effective presentation and public and mass media 
levels. This course fulfills the core requirement in Communication."
COM 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
COM 201,INTRODUCTION TO COMMUNICATION,3,"An introduction to the contexts in which human communication occurs.  Communication processes and theory will be 
discussed as it occurs on the interpersonal, group, organizational, public, and mass media levels.  COM 201 should be taken 
in the first 9 hours of study in the field. 
132 | COURSES OF INSTRUCTION"
COM 204,BUSINESS AND PROFESSIONAL COMMUNICATION,3,"Core Area: Communication 
The principles and practices of communications as applied to the business world are examined.  Topics included are group 
communication, interviewing, and presentation making.  Course offered as support course in Associate of Arts in 
Management program to DGP students.  This course fulfills the core requirement in Communication."
COM 207,PERSUASIVE PRESENTATIONS,3,"Core Area: Communication 
A course designed to instill basic public speaking fundamentals with an emphasis on persuasion.  The process of speechmaking 
will be covered with presentations including argumentative and motivational speaking, sales, and proposal presentations.  
This course fulfills the core requirement in Communication."
COM 208,ORAL INTERPRETATION OF LITERATURE,3,"An introductory course concentrating on techniques for performing literature.  Students work with a variety of selections in 
prose, poetry, and dramatic literature while developing foundations of creative analysis and imaginative interpretation as 
synthesized through class performances."
