Course Code,Course Title,Credit Hours,Description
DMS 208,ADVANCED IMAGING,3," 
In this course theories, techniques and testing procedures of the abdomen and post -operative exams are 
covered.  Topics will include: post -operative procedures (abdominal, carotid, lower and upper extremities); 
abdominal arterial and venous visceral and aortic -iliac arterial disease using duplex ultrasound.  Advanced 
exploration of abdominal arterial and venous anatomy, pathology & pathophysi ology; Color Doppler, PW 
Doppler waveforms techniques and principles; preliminary writing.  Assessment of these skills will occur in 
this didactic course and applied in the clinical course work.     "
DMS 209,VASCULAR TECHNOLOGY REVIEW CAPSTONE,4," 
This cou rse is a seven -week learning plan designed  to immerse students in lessons on how to learn,  test-
taking strategies, answer contextual style  questions, and build a deeper understanding of the arterial and 
venous vascular system, disease  processes, pathology and pathophysiology. The  interactive 
comprehensive -progressive learning  plan is created for various learning styles and is  designed to prepare "
DMS 212,COMPREHENSIVE SONOG RAPHY,4," 
This course includes advanced scanning practices with introduction to cardiac, peripheral vascular, 
neurosonography, breast, prostate and musculoskeletal scanning. Invasive procedures and intra -operative  
scanning protocols and techniques will  be enhanc ed upon. Opportunity and aid are given for ARDMS 
board applications. Extensive review of all facets of sonography is included in preparation for the ARDMS 
board exams.  
 "
DMS 223,CLINICAL EXPERIENCE II,6," 
This course includes supervised clinica l experience in an approved clinical education center, advanced 
scanning techniques to demonstrate cross -sectional anatomy and pathology of specific and non -specific 
disease and traumatic changes. Specific attention is given to fetal development, fetal ano malies, abnormal 
prenatal and maternal conditions as they relate to sonographic scanning and interpreting of images.  
Although the student is still under the supervision of a RDMS professional, the student is expected to 
perform sonographic procedures indep endently as a regular portion of this course. The completion of 
professional and technical scanning proficiencies is required. A minimum of 515 clinical hours are required 
for successful completion of this course.  
Prerequisites: DMS 122 and DMS 200  
 
DMS 22 4 CLINICAL EXPERIENCE III (6 CR)  
This course includes supervised clinical experience in an approved clinical education center. Advanced 
scanning procedures, methods and experience are provided in this course. Students experience advanced 
scanning modalitie s via M -mode, Doppler, 3D, real -time and invasive procedures.  
Comparative interpretations of sonographic imaging with other diagnostic imaging modalities are 
provided.  Students are expected to initiate, perform, and complete all sonographic procedures with  direct 
supervision by a RDMS. The successful completion of professional and technical scanning proficiencies is 
required. A minimum of 320 clinical hours are required to successfully complete this course.  
Prerequisites: DMS 201 and DMS 223  
 "
DMS 240,ADULT ECHO II,4," 
In this course, students will focus their studies on the abnormal heart; valvular disease, coronary artery 
disease, diseases of the myocardium, cardiac masses, and tumors. Pericardial disease and diseases of the 
aorta are some of the t opics to be studied. Students will learn the various appearances of congenital heart 
disease in the adult heart. This advanced course contains materials and instruction that will assist the 
student in meeting the final objective of independent performance and evaluation of the complete adult 
echocardiogram.  
Prerequisite: DMS 144  
Corequisite: DMS 244  
 "
DMS 244,ECHO CLINICAL III,6," 
In this course, students will attend a  supervised clinical experience in an echo lab at an approved medical 
facility.  This course provides hands -on experience at an advanced level of cardiac imaging and use of 
cardiovascular equations.  Interpretation skills will apply. Successful completion of scanning proficiencies is 
required to graduate from the program. This clinical cours e is the final course in a sequence of three, and 
the final objective to be met is successful, independent performance and evaluation of the complete adult 
echocardiogram.  "
DMS 265,VASCULAR CLINICAL II,4," 
This course is a continuation of DMS 161. Students receive 300 -plus hours of supervised clinical 
experience in an approved vascular laboratory. It also provides hands -on experiences  in basic and 
advanced color Doppler imaging (CDI), hemodynamics, segmental pre ssures and duplex sonography. 
Students are instructed and supervised by registered vascular technologists. Completion of clinical 
competencies required to complete this course.  
 "
DMS 266,VASCULAR CLINICAL III,4," 
This course is a continuation of DMS 265.  Students receive 300 hours of supervised clinical experience in 
an approved vascular laboratory. It also provides hands -on experiences in advanced color Doppler imaging 
(CDI), hemodynamics, segmental pressures and duplex sonography. Students are  instructe d and 
supervised by registered vascular technologists. Completion of clinical competencies is required to 
complete this course.  
  
………………………………………  
 
 
 
 
ECOMMERCE (ECM)  
 "
ECM 101,ECOMMERCE FUNDAMENTALS,3," 
The course introduces revenue models for conducting business transactions globally with customers over 
the Internet. Topics include integrating eBusiness strategies with traditional store -front objectives, 
procuring hardware and software resources, optimiz ing web marketing opportunities, and complying with 
legal, ethical and regulatory restrictions. Students will apply concepts to real -life scenarios through   
active -learning strategies.  
Prerequisites: C IS 095* and MAT 04 0* or higher  
 "
ECM 201,ADVANCED INFOR MATION TECHNOLOGIES,3,"(Same as CIS 201)  
This course enhances electronic communication skills and computer concepts essential to using current 
advanced information technologies. Topics include web collaboration, web conferencing, web 2.0 
applications, social media, mobile computing, file conversions and cross -platform compatibility.  
 "
ECM 220,EBUSINESS: SEO/MANAGEMENT,3," 
This course covers search engine optimization, analyzing web marketing efficiencies and evaluating 
content management systems. Top ics include competitive comparison, keyword analysis, effective link 
building, blogs and eCommunities setup. Specific eBusiness components, such as Google Analytics, social 
networking sites and pay -per-click advertising campaigns are emphasized to increase  the efficiency of 
eCommerce site operations.  
Prerequisite: CIS 095*  
 
………………………………………  
 
ECONOMICS (ECN)  
 "
ECN 231,MACROECONOMICS,3," 
This course covers macroeconomics and explains the operation of free markets, the role of government in 
the economy, measu rement of the national product, inflation and unemployment, monetary and fiscal 
policy, and economic growth.  
Prerequisites: ENG 086* , ENG 091 *and MAT 13 0 or higher  
  "
ECN 232,MICROECONOMICS,3," 
This course covers microeconomics: the market structure of f irms operating in competition and monopoly, 
labor markets and unions, how income is distributed, current economic problems, international 
economics, and alternative economic systems.  
Prerequisites: ENG 086* , ENG 091 * and MAT 13 0 or higher  
 
………………………………………  
 
EDUCATION (EDU)  
 "
EDU 221,EXPLORING TEACHING,3," 
“What are the things prospective teachers beginning their formal study of teacher education should 
know?” Students will gain knowledge of the role of a professional teacher and education topics: schools, 
diverse students and their needs, historical and current education issues and trends, as well as 
philosophical and legal foundations in American education.  Students will explore and experience key 
concepts and skills through read ing, research, presentation of a lesson, development of a professional 
portfolio and a teaching philosophy, documented technology and education site -based field experiences. 
A minimum of 16 hours of field experience is included.  
 "
