code,name,credit hours,description
ESC 100,Survey of Earth Science,3,"This course is designed to provide an 
introduction to science, the earth sciences, 
and to acquaint the student with earth 
systems.  Emphasis is on geology, meteorology, 
climatology, geomorphology and environmental 
change, with lesser emphasis on the principles 
of astronomy and oceanography.
Note: Students enrolling in ESC100 are not 
required to enroll in ESC101 (lab). However, 
those students needing a 4 semester-hour 
lab science for transfer purposes may wish to 
concurrently enroll in ESC100 and ESC101.
IAI: P1 905.
(3 lec/0 lab) 
3 sem hrs"
ESC 101,Survey of Earth Science ,1,"Laboratory
This course is designed to acquaint the student 
with the scientific method and earth systems.  
Emphasis is on topics related to geology, 
oceanography and meteorology, which are 
explored through selected laboratory exercises.
Prereq: ESC100 or concurrent enrollment.
IAI: P1 905L.
(0 lec/2 lab) 
1 sem hrs"
ESC 110,Climate and Global Change,3,"This course is designed to provide an 
introduction to climate and to acquaint the 
student with the processes that govern global 
weather and climate conditions. The student 
will gain a general understanding of climate 
change, global warming, acid rain, ozone 
depletion, and desertification. Current theories 
regarding humankind's impact on climate are 
also emphasized.
IAI: P1 905.
(3 lec/0 lab) 
3 sem hrs"
ESC 120,Introduction to Meteorology,4,"This course is an introduction to Earth's 
atmosphere and the forces behind the weather. 
Topics include temperature, water vapor, cloud 
and precipitation formation, atmospheric 
stability, mid-latitude cyclones, weather 
forecasting, thunderstorms, tornadoes and 
hurricanes. A laboratory section includes 
weather observation and analysis techniques, 
using weather charts, diagrams and studying 
past storm events.
IAI: P1 905L
(3 lec/2 lab) 
4 sem hrs"
ESC 125,Severe and Unusual Weather,3,"This course provides an introduction into the 
weather phenomena that most severely impact 
society, including thunderstorms, tornadoes, 
hurricanes, winter storms, floods, drought, 
ENSO, and temperature extremes. Emphasis 
is placed on the methods for forecasting, 
detecting, monitoring, and mitigating the 
hazards associated with these atmospheric 
phenomena.
Prereq: C or better in ENG085 or ENG095 or 
placement by appropriate measures.
IAI: P1 905.
(3 lec/0 lab) 
3 sem hrs"
ESC 130,Introduction to Oceanography,3,"This course is designed to provide an 
introduction to oceanography by highlighting 
several components of the marine environment. 
Emphasis is on plate tectonics, oceanic 
circulation, the properties of seawater, waves 
and tidal action, coastal features and landforms, 
and oceanic habitats and their biota. Lesser 
emphasis is placed on marine sedimentation, 
the physiography of the ocean floor and general 
marine productivity.
IAI: P1 905.
(3 lec/0 lab) 
3 sem hrs"
ESC 296,Special Topics/Earth Science,1 to 6,"This course offers in-depth exploration of a 
special topic, issue or trend in earth science, 
including specific studies in geology, geography, 
oceanography, meteorology or any of their 
sub-disciplines. Repeatable to a maximum of 
24 semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(0 to 6 lec/0 to 12 lab) 
1 to 6 sem hrs
Economics  (ECN)"
ECN 100,Introduction to Economics,3,"This is a survey course introducing students 
to the basics of both macroeconomics and 
microeconomics. The purpose of this course 
is to introduce the student to the disciplines of 
economics and provide a basic understanding 
of how it functions in today's society. Topics 
studied include the theory of demand and 
supply and its welfare application, market 
structures, income distribution, fiscal and 
monetary policy, and the global economy.
Note: Not intended for students majoring in 
economics or business or for students with a 
minor in economics.
IAI: S3 900.
(3 lec/0 lab) 
3 sem hrs"
ECN 201,Principles of Economics-,3,"Microeconomics
This course provides an introduction to basic 
economic principles and the principles of 
microeconomics. Topics covered include 
the application of the concepts of supply 
and demand to the impacts of government 
policies (price control, taxation, subsidy 
and trade restriction) on welfare economics 
and international trade; the behavior of the 
consumer; resource allocation; the behavior 
of the firms and their pricing strategies under 
different market structures, including perfect 
competition and imperfect competition, 
the economics of the labor market and the 
introduction to game theory.
IAI: S3 902.
(3 lec/0 lab) 
3 sem hrs"
ECN 202,Principles of Economics-,3,"Macroeconomics
This course provides an introduction to 
basic economic principles and the principles 
of macroeconomics. Topics discussed 
include demand and supply; national income 
accounting; economic growth; economic 
fluctuations; inflation, unemployment, 
income distribution; the determination of 
the equilibrium real gross domestic product 
(GDP), fiscal policy and public debt; money, 
banking and monetary policy; and international 
economics including international trade and 
finance.
IAI: S3 901.
(3 lec/0 lab) 
3 sem hrs
112
2023/2024
Course Descriptions
Economics"
ECN 296,Special Topics/Economics,1 to 3,"This course offers in-depth exploration of a 
special topic, issue or trend in the economics 
field. Repeatable to a maximum of 12 semester 
hours for different special topics; 6 semester 
hours may apply to a degree or certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs
Education  (EDU)"
EDU 100,Strategies for the ,3,"Paraprofessional Educator
This course provides an overview of the roles 
and responsibilities of a paraprofessional 
educator. Team building, instructional 
strategies, classroom management/organization 
techniques, diversity in the classroom, and 
the ethical and legal aspects of the role are 
considered. Students will identify ethical and 
legal strategies to create a safe, creative or 
healthy learning environment.
(3 lec/0 lab) 
3 sem hrs"
EDU 200,Introduction to Education,3,"This course provides an introduction to the 
profession of teaching in the context of the 
American educational system. The historical, 
philosophical, social and legal foundations of 
education are introduced, and ethical issues in 
a diverse society, the organizational structure 
of school systems and school governance 
are examined. Lesson planning, mandatory 
reporting, and specialized training will be 
emphasized.
Recommended Coreq: EDU202.
(3 lec/0 lab) 
3 sem hrs"
EDU 202,Clinical Experience in ,3,"Education
This 45-hour documented clinical experience 
allows students considering a career in teaching 
to observe and interact with children and 
teachers in classroom settings. Focused on the 
subject and age category in which the students 
are planning to teach, the clinical experience is 
planned, guided, and evaluated by a cooperating 
teacher and the college instructor using 
various documented educational assignments. 
A weekly on-campus seminar explores such 
topics as effective teaching methods, classroom 
management techniques, and learning 
styles, and assists students in assessing their 
commitment to teaching as a career.
Note: To be approved for placement in the 
clinical experience, the student is required 
to pass and pay for a criminal background 
check. Also, the number of EDU202 Clinical 
Experience in Education transferable hours will 
be determined by the transfer institution.
Recommended Coreq: EDU200.
(1.5 lec/3 lab) 
3 sem hrs"
