Course Code,Course Title,Credit Hours,Description
EE 308 ,Thermal Systems Engineering ,3,". The primary goal of this course is to teach fundamentals of 
thermodynamics, fluid mechanics, and heat transfer. The course will impart working knowledge of thermal systems 
utilized in nuclear powered electric generating systems. The course is intended to familiarize students in the nuclear 
power concentration of the BSEE degree program with essentials of thermodynamics, heat transfer, and fluid mechanics 
through an integrated approach. Students will be introduced to the importance of thermal behavior of systems 
encountered in nuclear powered electricity generating systems. Overview of fluid mechanics and heat transfer for electric 
power general in nuclear power industry will be provided. Thermal behavior and heat transport phenomena encountered 
in the nuclear power plant will be covered. Prerequisite: MTH 227 and PHY 214. Corequisites: MTH 238."
EE 311 ,Electrical Engineering ,3,". This course is an introduction to Ohm’s Law, KCL and KVL equations, dc 
circuit analysis; inductance and capacitance, AC circuit analysis; electrical machines, transformers, DC motors, DC 
generators, induction motors, alternators, synchronous motors, principle of operation, characteristics, and applications. 
This course is offered for non-EE majors only. Prerequisite: MTH 238. Corequisites: EE 311L."
EE 311L ,Electrical Engineering Lab ,1,. This course is a companion lab to EE 311. Corequisites: EE 311.
EE 320 ,Computer Architecture ,3,". Basic concepts used in computer hardware design and computer system 
architecture are studied. The computer is presented as an infinite state machine. Basic computer functions such as 
address and data paths, instruction sets and memory cycles, components such as registers, arithmetic units, instruction 
decoders, and types of memories are discussed. A general purpose instruction set computer will be analyzed. 
Prerequisite: EE 204. Corequisites: EE 320L. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 256 ~"
EE 320L ,Digital Systems Laboratory ,1,". This laboratory course provides a hand-on approach to digital fundamentals 
through the use of Complex Programmable Logic Devices (CPLDs and FPGAs). A number of laboratory projects will be 
completed. Early experiments concentrate on basic logic devices, and then more complex combinatorial circuits follow, 
including adders, multiplexers, encoders, and decoders. Low level memory devices including latches and flip-flops, 
counters and registers are developed. The use of advanced logic device technology prepares students for work using an 
industry-standard design environment. Corequisites: EE 320."
EE 330 ,Microprocessors ,3,". A study of number systems, binary arithmetic, basic structure and operation of 
microcomputer systems. The microprocessor will be studied in both machine code and assembly language levels. 
Students will write code in assembly language, interface external devices to the microcomputer system, and study bus 
protocols. Prerequisite: EE 320 and EE 320L."
EE 333 ,Analog Circuit Design and Analysis II ,3,". This course is a continuation of the material presented in EE 203 
and includes concepts of advanced electronic circuit design and analysis. Prerequisite: EE 203 and EE 203L."
EE 333L ,Analog Circuit Design and Analysis II Lab ,1,. This course is the companion lab to EE 333.
EE 340L ,Energy Conversion Laboratory ,1,". This course consists of experiments for determining the operating 
characteristics of electrical machines. Transformers, induction motors, synchronous machines, and DC machines are 
covered. Stepper motors, brushless DC motors, and other special machines are introduced. Prerequisite: EE 202 and, EE 
203L."
EE 350 ,VLSI Design and Testing I ,3,". Principles of structured VLSI design with emphasis on MOS field effect 
transistor characteristics; VLSI fabrication techniques for MOS circuits; circuit characterization and performance 
estimation, logic design and testing. Prerequisite: EE 305."
EE 360L ,Communications Laboratory ,1,". This lab is designed to support the concepts taught in areas of microwaves 
and transmission lines, the seven layered communication protocol, and lecture courses offered in the junior year of the 
electrical engineering curriculum. Prerequisite: EE 301."
EE 402 ,Electrical Machines ,3,". A study of energy conversion; D.C. machines, motors, generators, principles of 
operation, characteristics, and applications; transformers and induction machines, principles of operation, characteristics, 
and applications; and synchronous machines, alternators, synchronous motors, principles of operation, characteristics, 
and applications. Prerequisite: EE 303."
EE 405L ,Simulation Techniques ,1,". This course is designed to provide hands on experience in the use of computer 
software and simulation tools. Simulation using SPICE is emphasized. Software such as National Instruments Multisim, 
LabView and Matlab will be used to analyze and design electronic circuits. The course will include the analysis and 
design of mixed-signal electronics including analog to digital conversion and digital to analog conversion. Prerequisite:"
EE 410L ,Microwave Engineering Laboratory ,1,". This lab complements the course materials taught in EE 410, 
Microwave Engineering. Corequisites: EE 410. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 257 ~"
