code,name,credits,description
MAT 4200,Probability Theory ,0,MAT 4280 Real Analysis 
MAT 4320,Mathematical Statistics ,36,"MAT 4830 Research in Mathematics  
 
Professional Education Requirements (36 hours): "
SED 1000,Teaching School in America ,0,"SED 2200 The School Age Child 
Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  22 "
SED 2210,Responsive and Differentiated Instruction ,0,SED 2400 Teaching Exceptional Learners 
SED 2500,Teaching in a Pluralistic Society ,0,SED 2600 Teaching and Learning 
SED 3600,Teaching in the Middle and High School Setting ,0,SED 4650 Methods of Teaching Secondary Mathematics 
SED 4700,The Moral Practitioner ,credit,"SED 4900 Student Teaching and Seminar 
 
No minor is required for this major. 
 
NOTE: Course descriptions for SED can be found in the Department of Education course listings. Course 
descriptions for ISM can be found in the Department of Business course listings. 
 
APPLIED MATHEMATICS MINOR 
The requirement for an applied mathematics minor is 19 credit hours in mathematics. 
 
Required Courses (16 hours): "
MAT 1250,Calculus II ,0,MAT 2250 Calculus III    
MAT 2280,Differential Equations  ,3,"MAT 3130 Linear Algebra  
 
Electives – choose one of the following (3 hours):  "
MAT 2100,Introduction to Proofs ,0,MAT 2200 Discrete Mathematics 
MAT 4200,Probability Theory ,credit,"MAT 4320 Mathematical Statistics 
 
MATHEMATICS MINOR 
The requirement for a mathematics minor is 19 credit hours in mathematics. 
 
Required Courses (10 hours): "
MAT 1250,Calculus II ,9,"MAT 2100 Introduction to Proofs 
 
Electives – choose from the following (9 hours):  "
MAT 2200,Discrete Mathematics ,0,MAT 2250 Calculus III    
MAT 2280,Differential Equations  ,0,MAT 3130 Linear Algebra  
MAT 3280,College Geometry ,0,MAT 4140 Abstract Algebra 
MAT 4200,Probability Theory ,0,MAT 4280 Real Analysis 
MAT 4320,Mathematical Statistics ,0,"Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  23 "
MAT 3130,Linear Algebra (requires other math courses as prerequisites) ,0,CSI 1151 Introduction to Computer Science 
ISM 2150,Object Oriented Programming ,0,ISM 2700 HTML and Web Development 
ISM 3800,Database Programming ,9," 
Partnership Courses with LCMC (9 hours):  "
BIO 4010,Senior Seminar in Biology ,0,ENV 4010 Senior Seminar in Environmental Science 
MAT 4020,Senior Seminar in Mathematics  ,7," 
Electives – choose from the following (6-7 hours): "
SCI 1160,Theories of Origins ,0,SCI 2360 Introduction to Astronomy 
SCI 2230,Physical Geography ,3,"SCI 2240 Physical Geology 
 
Experiential Learning Requirement – choose from the following (3 hours): "
BIO 2310,Biochemistry ,0,CHM 2610/2620 Organic Chemistry I and Lab 
CHM 3610,Environmental Analytical Chemistry ,0,CHM 4610/4620 Physical Chemistry and Lab 
CHM 4700,Advanced Inorganic Chemistry ,12," 
Required Math and Physics Courses (12 hours):  "
CHM 4730,Internship in Chemistry ,0,"CHM 4830 Research in Chemistry 
 
Suggested Courses: * "
MAT 1250,Calculus II ,0,CHM 2300 Forensic Chemistry 
CHM 4530,Independent Study in Chemistry: Adv Organic Chemistry ,0,"Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  25 "
BIO 2310,Biochemistry (required for Biology/Health Science majors only) ,credit,"CHM 3610 Environmental Analytical Chemistry (required for Environmental Science majors only) 
 
GENERAL SCIENCE MINOR 
The requirement for a minor in general science is 24 credit hours of courses in biological, environmental, 
and/or physical science. Choose any courses from biological, environmental or physical science (BIO, 
ENV, CHM, PHY and SCI course prefixes). Note that some courses have prerequisites. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  26 "
BIO 1010,Bioscience Survey  ,Three,"A broad overview of living organisms, their structure, function, and relationships to their non-living 
environment, to each other, and to humans. Special attention is given to cellular biology as it applies to 
both lower and higher forms of life. Students must enroll concurrently in BIO 1020 Bioscience Survey 
Laboratory. (Credit will not be given for both BIO 1010 and BIO 1610). Three hours. "
BIO 1020,Bioscience Survey Laboratory  ,0,"The laboratory is designed to support BIO 1010 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs. "
BIO 1200,Medical Terminology  ,Three,"Students will focus on building core medical vocabulary by analyzing their prefix, suffix, root, connecting 
and combining forms. Through such analysis, students gain an understanding of the human body’s 
structure, function and diseases. Three hours.  "
BIO 1610,General Biology I ,Four,"Principles of structure, function, and cellular organisms. Includes an introduction to the scientific 
method, characteristics of cytoplasm, and basic cytology, energy acquisition and release and heredity. 
Also includes basic plant structure and function. Students must enroll concurrently in BIO 1620. Four 
hours. "
BIO 1620,General Biology I Laboratory ,0,"The laboratory is designed to support BIO 1610 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs. "
BIO 1710,General Biology II ,Four,"A continuation of BIO 1610. Includes structure, function and interrelationships of the organ systems of 
animals with particular attention to the human body. Also includes introductory taxonomy, surveying 
the major groups of plants and animals. Prerequisite: BIO 1610/1620 or permission of the instructor. 
Students must enroll concurrently in BIO 1720. Four hours. "
BIO 1720,General Biology II Laboratory ,0,"The laboratory is designed to support BIO 1710 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs. "
BIO 2010,Anatomy and Physiology I ,Four,"This course is designed for students pursuing a career in an allied health field (nursing, health and 
wellness, etc.) The class includes the study of basic gross and microscopic anatomy and the function of 
the body on cellular, tissue, and organ system levels. The class will include organization of the body, 
cytology, basic histology, and the study of several organ systems – integumentary, skeletal, muscular, 
nervous, and endocrine. Remaining body systems including – circulatory, respiratory, digestive, urinary, 
and reproductive to be covered in course BIO 2040. Students must enroll concurrently in BIO 2020. Four 
hours. 
 
 
Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  27 "
BIO 2020,Anatomy and Physiology I Lab ,0,"The laboratory is designed to support BIO 2010 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs.  "
BIO 2040,Anatomy and Physiology II ,0,"This course is designed for students pursuing a career in an allied health field (nursing, health and 
wellness, etc.) This course includes a basic study of the gross and microscopic structure of several major 
organ systems – endocrine, circulatory, respiratory, digestive, urinary, and reproductive. The other body 
systems including – integumentary, skeletal, muscular, nervous, and endocrine to be covered in course "
BIO 2050,Anatomy and Physiology II Lab ,0,"The laboratory is designed to support BIO 2040 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs. "
BIO 2100,Health Sciences Seminar ,One,"An overview of the health professions, as presented by current practicing medical professionals. 
Includes occupations ranging from nurse to medical doctor to veterinarian to chiropractor, with many 
others included. Prerequisites: BIO 1610/1620 and BIO 1710/1720, or consent of the instructor. One 
hour. "
BIO 2110,General Ecology  ,Four,"A study of the interaction of organisms with their physical environment and with each other. Particular 
focus will be on application of ecological concepts and field work in various local ecosystems. Students 
must enroll concurrently in BIO 2120. Four hours. (Cross-listed; register as ENV 2110.) "
BIO 2120,General Ecology Lab ,0,"This laboratory is designed to support BIO 2110 and must be taken concurrently with the course. (Cross-
listed; register as ENV 2120.) This course has a fee for consumables used in its labs. "
BIO 2210,Principles of Nutrition ,Three,"Functions and interrelationships of food nutrients throughout the life cycle of man. Includes digestion, 
absorption and metabolism of nutrients, as well as dietary evaluation and modification for physiological 
needs. Other areas of study include: role of social, psychological and cultural factors in food selection. 
Prerequisite: BIO 1610/1620 or consent of the biology program director. Three hours. "
BIO 2240,Intro to Public Health ,Three,"This is an introductory course in public health designed for students pursuing careers in healthcare. 
Various aspects of public health are explored, including: infection disease; psychosocial behavior; 
environmental issues; and governmental policy-making. Epidemiological approaches to understanding 
public health data feature prominently throughout the course. Pre-requisite: MAT 3200. Three hours. "
BIO 2310,Biochemistry ,Three,"A study of the basic composition, function and metabolism of carbohydrates, lipids and proteins. 
Emphasis is placed on the catalytic function and regulation of enzymes, and on the process of cellular 
respiration. Some consideration given to the role of nucleic acids in cellular metabolism. The course 
includes hands-on laboratory experiments involving current procedures in biochemistry. This course has 
a fee for consumables used in its labs. Prerequisite: CHM 1710/1720 and BIO 1610/1620, or consent of 
instructor. Three hours. 
Grace College and Seminary Catalog | 2023-2025 
 
Science and Mathematics    
  28 "
BIO 2410,Plant Biology ,Four,"Integrated study of plants as organisms. Deals with plant structure, physiology, development, genetics, 
ecology, and classification of major plant groups. Prerequisite: BIO 1610/1620 or consent of the 
instructor. Students must enroll concurrently in BIO 2420. Four hours. "
BIO 2420,Plant Biology Laboratory ,0,"The laboratory is designed to support BIO 2410 and must be taken concurrently with the course. This 
course has a fee for consumables used in its labs. "
BIO 2510,Animal Biology ,Four,"Integrated study of animals as organisms. Deals with animal structure, physiology, development, 
genetics, ecology, and classification of major animal groups. Prerequisite: BIO 1610/1620 or consent of 
the instructor. Students must enroll concurrently in BIO 2520. Four hours. "
